"","X","Nothing","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","middleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"142",141,349,495,68,"AC-40","C","AC-40C","2023-03-07","160",160,-22,16.13319552,65.84112738,551749.3676,7302668.783,"09:40:00","2023-03-06","minus",0.2,-14.6,"16:23:21","5:43:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.0168931667404558","0.105970654881519","34.3941645231279","0"
"143",142,344,483,56,"AC-31","C","AC-31C","2023-03-07","45",45,NA,15.68346284,65.98772306,531034.4515,7318710.707,"12:55:00","2023-03-06","minus",0.2,-14.6,"16:23:21","2:28:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.0162115758638996","0.110910847418233","31.2160587181437","0"
"144",143,348,494,67,"AC-39","C","AC-39C","2023-03-07","45",45,-22,15.99713695,65.85558969,545510.8611,7304175.201,"11:00:00","2023-03-06","minus",0.2,-14.6,"16:23:21","4:23:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.0183428504486099","0.0940116219479891","61.8267739339306","0"
"145",144,237,323,336,"AC-41","C","AC-41C","2018-03-16","165",165,-20,16.30759412,65.80478255,559797.0704,7298773.267,"10:17:30","2018-03-15","minus",0,-17.8,"16:14:41","4:57:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"146",145,338,478,51,"AC-24","C","AC-24C","2023-03-27","70",70,-10,15.78131809,66.18466847,535204.0008,7340713.562,"11:30:00","2023-03-26","minus",0,-13.6,"05:38:11","6:52:00","S1A_IW_SLC__1SDV_20230326T053811_20230326T053838_047811_05BE83_3E60","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VV_gamma0-rtc.tif","0.00631015419969066","0.0441260756714121","33.0596699536864","0"
"147",146,238,324,337,"AC-31","C","AC-31C","2018-03-16","145",145,-10,15.68346284,65.98772306,531034.4515,7318710.707,"13:52:30","2018-03-15","minus",0,-17.8,"16:14:41","1:22:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"148",147,249,332,345,"AC-29","C","AC-29C","2018-04-02","85",85,-5,16.21388604,66.13022809,554810.2752,7334956.739,"12:12:30","2018-04-01","minus",0.2,-8.9,"16:22:51","2:10:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.00590484062270826","0.0460618500488155","36.8089832008305","0"
"149",148,247,331,344,"AC-26","C","AC-26C","2018-04-02","50",50,-5,16.12773116,66.17593417,550828.7822,7339978.009,"13:45:00","2018-04-01","minus",0.2,-8.9,"16:22:51","0:37:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.00563759488397523","0.051135191916332","33.2639879320067","0"
"150",149,300,429,1,"AC-28","A","AC-28A","2023-03-26","130",130,-8,15.8491718,66.15323252,538308.6585,7337249.602,"12:52:30","2023-03-25","minus",0,-14.3,"16:15:11","2:23:00","S1A_IW_SLC__1SDV_20230325T161511_20230325T161538_047803_05BE49_44F8","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_VV_gamma0-rtc.tif","NA","NA","NA","0"
"151",150,289,422,441,"AC-23","C","AC-23C","2022-03-15","75",75,-1,15.40240613,66.19702191,518122.7213,7341929.176,"10:37:00","2022-03-14","minus",0,-3.6,"05:30:07","6:07:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.017903093005875","0.0918674626436006","41.2620563677336","0"
"152",151,289,422,441,"AC-23","C","AC-23C","2022-03-15","75",75,-1,15.40240613,66.19702191,518122.7213,7341929.176,"10:37:00","2022-03-14","minus",0,-3.6,"05:29:43","6:08:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.0174608516116017","0.095326985905093","41.2620563677345","0"
"153",152,315,448,20,"AC-40","A","AC-40A","2023-03-07","120",120,-22,16.08976248,65.87227973,549705.8182,7306105.522,"09:40:00","2023-03-06","minus",0.2,-14.6,"16:23:21","5:43:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.00960087298190742","0.068616533127764","32.4963264521273","0"
"154",153,314,447,19,"AC-39","A","AC-39A","2023-03-07","40",40,-22,15.93640688,65.88145457,542696.2178,7307015.189,"11:00:00","2023-03-06","minus",0.2,-14.6,"16:23:21","4:23:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.0141200029880968","0.0937451560589262","37.1682113280555","0"
"155",154,310,436,8,"AC-31","A","AC-31A","2023-03-07","70",70,NA,15.59576559,65.98449828,527055.8412,7318310.67,"12:55:00","2023-03-06","minus",0.2,-14.6,"16:23:21","2:28:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.0144877748618113","0.113788833799149","29.1114605103205","0"
"156",155,291,423,442,"AC-38","C","AC-38C","2022-03-15","100",100,-17,16.11606048,65.89957289,550851.1264,7309168.337,"07:18:30","2022-03-14","minus",0,-3.6,"05:30:07","2:48:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.00470130772817096","0.0528967674463139","32.7853983412939","0"
"157",156,291,423,442,"AC-38","C","AC-38C","2022-03-15","100",100,-17,16.11606048,65.89957289,550851.1264,7309168.337,"07:18:30","2022-03-14","minus",0,-3.6,"05:29:43","2:49:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"158",157,334,476,49,"AC-28","C","AC-28C","2023-03-26","45",45,-8,15.90602943,66.12572896,540917.8704,7334220.113,"12:52:30","2023-03-25","minus",0,-14.3,"16:15:11","2:23:00","S1A_IW_SLC__1SDV_20230325T161511_20230325T161538_047803_05BE49_44F8","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/3_2023-03-25_clip_100/S1A__IW___A_20230325T161511_VV_gamma0-rtc.tif","NA","NA","NA","0"
"159",158,234,321,334,"AC-38","C","AC-38C","2018-03-15","130",130,-15,16.11606048,65.89957289,550851.1264,7309168.337,"10:00:00","2018-03-14","minus",0.1,-15.6,"16:22:23","5:22:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"160",159,234,321,334,"AC-38","C","AC-38C","2018-03-15","130",130,-15,16.11606048,65.89957289,550851.1264,7309168.337,"10:00:00","2018-03-14","minus",0.1,-15.6,"16:21:56","5:21:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00428763788322394","0.0407536223004678","40.2997064711775","0"
"161",160,293,424,443,"AC-43","C","AC-43C","2022-03-15","160",160,-4,15.2080681,66.09142172,509409.665,7330115.849,"07:22:30","2022-03-14","minus",0,-3.6,"05:30:07","2:52:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.00570484855675476","0.0570414511417123","38.4912868480142","0"
"162",161,293,424,443,"AC-43","C","AC-43C","2022-03-15","160",160,-4,15.2080681,66.09142172,509409.665,7330115.849,"07:22:30","2022-03-14","minus",0,-3.6,"05:29:43","2:53:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"163",162,295,425,444,"AC-46","C","AC-46C","2022-03-15","260",260,-3,15.18055162,66.16762289,508140.7873,7338605.705,"08:55:00","2022-03-14","minus",0,-3.6,"05:30:07","4:25:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.0110622681419367","0.0905430979315404","36.7188762694991","0"
"164",163,295,425,444,"AC-46","C","AC-46C","2022-03-15","260",260,-3,15.18055162,66.16762289,508140.7873,7338605.705,"08:55:00","2022-03-14","minus",0,-3.6,"05:29:43","4:26:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"165",164,304,431,3,"AC-24","A","AC-24A","2023-03-27","80",80,-10,15.69390556,66.19086231,531257.926,7341357.54,"11:30:00","2023-03-26","minus",0,-13.6,"05:38:11","6:52:00","S1A_IW_SLC__1SDV_20230326T053811_20230326T053838_047811_05BE83_3E60","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VV_gamma0-rtc.tif","0.00928585158344556","0.0703553842472384","33.3345008044677","0"
"166",165,302,430,2,"AC-25","A","AC-25A","2023-03-27","90",90,-8,15.84925843,66.20434872,538235.3079,7342946.922,"13:50:00","2023-03-26","minus",0,-13.6,"05:38:11","9:12:00","S1A_IW_SLC__1SDV_20230326T053811_20230326T053838_047811_05BE83_3E60","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/2_2023-03-26_clip_100/S1A__IW___D_20230326T053811_VV_gamma0-rtc.tif","0.0163185527888261","0.112696797654834","31.6421598394964","0"
"167",166,316,449,21,"AC-41","A","AC-41A","2023-03-07","60",60,-22,16.26443367,65.83598422,557753.5181,7302210.037,"08:30:00","2023-03-06","minus",0.2,-14.6,"16:23:21","6:53:00","S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/4_2023-03-06_clip_100/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif","0.00917154289188239","0.0776094537137266","35.1231225842748","0"
